crawl_date,retailer_site,Sub-Brand,Subsector,Brand,sub_category,sku,upc,average_ratings,total_ratings
2023-08-18,Costco Canada English,null,null,null,null,1633623,030772058923,3.7,6.0
2023-08-18,Costco Canada English,null,null,null,null,1480427,037000684190,4.6,145.0
2023-08-18,Costco Canada English,null,null,null,null,1218587,037000731122,4.7,1294.0
2023-08-18,Costco Canada English,null,null,null,null,1488073,069055129814,4.4,86.0
2023-08-18,Costco Canada English,null,null,null,null,1458554,037000640363,1.0,1.0
2023-08-18,Costco Canada English,null,null,null,null,1466714,030772039601,2.5,6.0
2023-08-18,Costco Canada English,null,null,null,null,1677483,069055137666,4.7,1897.0
2023-08-18,Costco Canada English,null,null,null,null,225858,751774252590,3.0,2.0
2023-08-18,Costco Canada English,null,null,null,null,1517853,056100084280,3.5,447.0
2023-08-18,Costco Canada English,null,null,null,null,1515730,047400674608,4.8,685.0
2023-08-18,Costco Canada English,null,null,null,null,1407261,056100082347,4.6,4504.0
2023-08-18,Costco Canada English,null,null,null,null,1467614,069055887974,4.0,54.0
2023-08-18,Costco Canada English,null,null,null,null,1683808,075609207693,4.6,1649.0
2023-08-18,Costco Canada English,null,null,null,null,934314,047400507579,4.1,81.0
2023-08-18,Costco Canada English,null,null,null,null,1457015,056100083115,4.6,4514.0
2023-08-18,Costco Canada English,null,null,null,null,1407261,056100082347,4.6,4504.0
2023-08-18,Costco Canada English,null,null,null,null,1273931,047400669819,4.4,647.0
2023-08-18,Costco Canada English,null,null,null,null,4481870,047400561274,4.2,5099.0
2023-08-18,Costco Canada English,null,null,null,null,1707599,030772086841,1.3,8.0
2023-08-18,Costco Canada English,null,null,null,null,1638885,030772043929,4.6,372.0
2023-08-18,Costco Canada English,null,null,null,null,840553,037000221449,3.1,8.0
2023-08-18,Costco Canada English,null,null,null,null,1713796,012044054710,4.7,60.0
2023-08-19,Costco Canada English,null,null,null,null,1723990,069055888414,3.7,156.0
2023-08-19,Costco Canada English,null,null,null,null,1515730,047400674608,4.8,685.0
2023-08-19,Costco Canada English,null,null,null,null,1662712,047400678453,4.6,1542.0
2023-08-19,Costco Canada English,null,null,null,null,1226088,037000415596,3.0,6.0
2023-08-19,Costco Canada English,null,null,null,null,8827195,037000589211,4.6,481.0
2023-08-19,Costco Canada English,null,null,null,null,1645656,037000491491,4.6,866.0
2023-08-19,Costco Canada English,null,null,null,null,1683808,075609207693,4.6,1649.0
2023-08-19,Costco Canada English,null,null,null,null,840553,037000221449,3.1,8.0
2023-08-19,Costco Canada English,null,null,null,null,1458554,037000640363,1.0,1.0
2023-08-19,Costco Canada English,null,null,null,null,1466714,030772039601,2.5,6.0
2023-08-19,Costco Canada English,null,null,null,Pads,975107,037000847045,4.7,452.0
2023-08-19,Costco Canada English,null,null,null,null,1707599,030772086841,1.3,8.0
2023-08-19,Costco Canada English,null,null,null,null,407365,051774510080,4.2,9.0
2023-08-19,Costco Canada English,null,null,null,null,1466714,075609207556,2.5,6.0
2023-08-19,Costco Canada English,null,null,null,null,1713796,012044054710,4.7,60.0
2023-08-19,Costco Canada English,null,null,null,null,1218587,037000731122,4.7,1294.0
2023-08-19,Costco Canada English,null,null,null,null,4227777,037000949282,1.0,2.0
2023-08-19,Costco Canada English,null,null,null,null,1652709,030772056172,2.0,3.0
2023-08-19,Costco Canada English,null,null,null,null,1406250,069055882832,5.0,1.0
2023-08-19,Costco Canada English,null,null,null,null,1488073,069055129814,4.4,86.0
2023-08-19,Costco Canada English,null,null,null,null,1605309,056100057994,4.2,5.0
2023-08-19,Costco Canada English,null,null,null,null,1675232,030772048863,3.9,114.0
2023-08-19,Costco Canada English,null,null,null,null,362864,056100075974,4.2,109.0
2023-08-19,Costco Canada English,null,null,null,null,1483729,069055129388,4.7,241.0
2023-08-19,Costco Canada English,null,null,null,null,407362,051774510158,3.3,7.0
2023-08-19,Costco Canada English,null,null,null,null,225747,751774559941,4.4,34.0
2023-08-19,Costco Canada English,null,null,null,null,1677483,069055137666,4.7,1897.0
2023-08-19,Costco Canada English,null,null,null,Shampoo,2312452,030772098714,4.8,715.0
2023-08-19,Costco Canada English,null,null,null,null,934314,047400507579,4.1,81.0
2023-08-19,Costco Canada English,null,null,null,null,1633623,030772058923,3.7,6.0
2023-08-19,Costco Canada English,null,null,null,null,4481870,047400561274,4.2,5099.0
2023-08-19,Costco Canada English,null,null,null,null,1457015,056100083115,4.6,4514.0
2023-08-19,Costco Canada English,null,null,null,Shampoo,2312452,030772098714,4.8,715.0
2023-08-19,Costco Canada English,null,null,null,null,1407261,056100082347,4.6,4504.0
2023-08-19,Costco Canada English,null,null,null,null,1638885,030772043929,4.6,372.0
2023-08-19,Costco Canada English,null,null,null,null,1273931,047400669819,4.4,647.0
2023-08-19,Costco Canada English,null,null,null,null,1407261,056100082347,4.6,4504.0
2023-08-19,Costco Canada English,null,null,null,null,1467614,069055887974,4.0,54.0
2023-08-19,Costco Canada English,null,null,null,Pads,777171,037000847038,4.0,8.0
2023-08-19,Costco Canada English,null,null,null,null,1517853,056100084280,3.5,447.0
2023-08-19,Costco Canada English,null,null,null,null,1515730,047400674608,4.8,685.0
2023-08-19,Costco Canada English,null,null,null,null,1675229,030772028728,4.8,200.0
2023-08-19,Costco Canada English,null,null,null,null,407362,751774510300,3.3,7.0
2023-08-19,Costco Canada English,null,null,null,null,407365,751774510324,4.2,9.0
2023-08-19,Costco Canada English,null,null,null,null,1480427,037000684190,4.6,145.0
2023-08-19,Costco Canada English,null,null,null,null,1467614,069055887974,4.0,54.0
2023-08-19,Costco Canada English,null,null,null,null,1417309,037000455264,4.7,566.0
2023-08-19,Costco Canada English,null,null,null,Pads,767171,037000847021,4.6,396.0
2023-08-19,Costco Canada English,null,null,null,null,225858,751774252590,3.0,2.0
2023-08-19,Costco Canada English,null,null,null,null,3161251,037000682943,4.7,446.0
2023-08-20,Costco Canada English,null,null,null,null,1483729,069055129388,4.7,241.0
2023-08-20,Costco Canada English,null,null,null,null,407365,751774510324,4.2,9.0
2023-08-20,Costco Canada English,null,null,null,null,1466714,030772039601,2.5,6.0
2023-08-20,Costco Canada English,null,null,null,null,1407261,056100082347,4.6,4504.0
2023-08-20,Costco Canada English,null,null,null,null,1633623,030772058923,3.7,6.0
2023-08-20,Costco Canada English,null,null,null,null,1480427,037000684190,4.6,145.0
2023-08-20,Costco Canada English,null,null,null,null,1467614,069055887974,4.0,54.0
2023-08-20,Costco Canada English,null,null,null,null,1683808,075609207693,4.6,1649.0
2023-08-20,Costco Canada English,null,null,null,null,1417309,037000455264,4.7,566.0
2023-08-20,Costco Canada English,null,null,null,null,4481870,047400561274,4.2,5099.0
2023-08-20,Costco Canada English,null,null,null,null,1677483,069055137666,4.7,1897.0
2023-08-20,Costco Canada English,null,null,null,Shampoo,2312452,030772098714,4.8,715.0
2023-08-20,Costco Canada English,null,null,null,null,1226088,037000415596,3.0,6.0
2023-08-20,Costco Canada English,null,null,null,null,4227777,037000949282,1.0,2.0
2023-08-20,Costco Canada English,null,null,null,null,1457015,056100083115,4.6,4514.0
2023-08-20,Costco Canada English,null,null,null,null,1406250,069055882832,5.0,1.0
2023-08-20,Costco Canada English,null,null,null,null,1652709,030772056172,2.0,3.0
2023-08-20,Costco Canada English,null,null,null,null,1675232,030772048863,3.9,114.0
2023-08-20,Costco Canada English,null,null,null,Pads,767171,037000847021,4.6,397.0
2023-08-20,Costco Canada English,null,null,null,Pads,975107,037000847045,4.7,452.0
2023-08-20,Costco Canada English,null,null,null,null,225747,751774559941,4.4,34.0
2023-08-20,Costco Canada English,null,null,null,null,840553,037000221449,3.1,8.0
2023-08-20,Costco Canada English,null,null,null,null,1488073,069055129814,4.4,86.0
2023-08-20,Costco Canada English,null,null,null,null,3161251,037000682943,4.7,446.0
2023-08-20,Costco Canada English,null,null,null,null,407362,051774510158,3.3,7.0
2023-08-20,Costco Canada English,null,null,null,null,1458554,037000640363,1.0,1.0
2023-08-20,Costco Canada English,null,null,null,null,1407261,056100082347,4.6,4504.0
2023-08-20,Costco Canada English,null,null,null,null,1218587,037000731122,4.7,1294.0
2023-08-20,Costco Canada English,null,null,null,null,225858,751774252590,3.0,2.0
2023-08-20,Costco Canada English,null,null,null,null,1517853,056100084280,3.5,447.0
2023-08-20,Costco Canada English,null,null,null,null,1713796,012044054710,4.7,60.0
2023-08-20,Costco Canada English,null,null,null,null,362864,056100075974,4.2,109.0
2023-08-20,Costco Canada English,null,null,null,null,407362,751774510300,3.3,7.0
2023-08-20,Costco Canada English,null,null,null,null,1662712,047400678453,4.6,1542.0
2023-08-20,Costco Canada English,null,null,null,null,1638885,030772043929,4.6,372.0
2023-08-20,Costco Canada English,null,null,null,null,8827195,037000589211,4.6,481.0
2023-08-20,Costco Canada English,null,null,null,null,1605309,056100057994,4.2,5.0
2023-08-20,Costco Canada English,null,null,null,null,1273931,047400669819,4.4,647.0
2023-08-20,Costco Canada English,null,null,null,null,1515730,047400674608,4.8,685.0
2023-08-20,Costco Canada English,null,null,null,Shampoo,2312452,030772098714,4.8,715.0
2023-08-20,Costco Canada English,null,null,null,null,1675229,030772028728,4.8,200.0
2023-08-20,Costco Canada English,null,null,null,null,407365,051774510080,4.2,9.0
2023-08-20,Costco Canada English,null,null,null,null,1466714,075609207556,2.5,6.0
2023-08-20,Costco Canada English,null,null,null,null,934314,047400507579,4.1,81.0
2023-08-20,Costco Canada English,null,null,null,null,1645656,037000491491,4.6,866.0
2023-08-20,Costco Canada English,null,null,null,null,1723990,069055888414,3.7,156.0
2023-08-20,Costco Canada English,null,null,null,null,1515730,047400674608,4.8,685.0
2023-08-20,Costco Canada English,null,null,null,null,1707599,030772086841,1.3,8.0
2023-08-20,Costco Canada English,null,null,null,Pads,777171,037000847038,4.0,8.0
2023-08-20,Costco Canada English,null,null,null,null,1467614,069055887974,4.0,54.0
2023-08-21,Costco Canada English,null,null,null,null,407362,051774510158,3.3,7.0
2023-08-21,Costco Canada English,null,null,null,null,1638885,030772043929,4.6,372.0
2023-08-21,Costco Canada English,null,null,null,null,1515730,047400674608,4.8,685.0
2023-08-21,Costco Canada English,null,null,null,null,1467614,069055887974,4.0,54.0
2023-08-21,Costco Canada English,null,null,null,null,4481870,047400561274,4.2,5099.0
2023-08-21,Costco Canada English,null,null,null,null,1707599,030772086841,1.3,8.0
2023-08-21,Costco Canada English,null,null,null,null,1515730,047400674608,4.8,685.0
2023-08-21,Costco Canada English,null,null,null,null,1605309,056100057994,4.2,5.0
2023-08-21,Costco Canada English,null,null,null,null,1677483,069055137666,4.7,1897.0
2023-08-21,Costco Canada English,null,null,null,null,1457015,056100083115,4.6,4514.0
2023-08-21,Costco Canada English,null,null,null,null,1406250,069055882832,5.0,1.0
2023-08-21,Costco Canada English,null,null,null,null,1483729,069055129388,4.7,241.0
2023-08-21,Costco Canada English,null,null,null,null,1226088,037000415596,3.0,6.0
2023-08-21,Costco Canada English,null,null,null,Shampoo,2312452,030772098714,4.8,715.0
2023-08-21,Costco Canada English,null,null,null,null,225747,751774559941,4.4,34.0
2023-08-21,Costco Canada English,null,null,null,Pads,767171,037000847021,4.6,398.0
2023-08-21,Costco Canada English,null,null,null,null,1517853,056100084280,3.5,447.0
2023-08-21,Costco Canada English,null,null,null,Pads,975107,037000847045,4.6,455.0
2023-08-21,Costco Canada English,null,null,null,Pads,777171,037000847038,4.0,8.0
2023-08-21,Costco Canada English,null,null,null,null,362864,056100075974,4.2,109.0
2023-08-21,Costco Canada English,null,null,null,null,1407261,056100082347,4.6,4504.0
2023-08-21,Costco Canada English,null,null,null,null,1645656,037000491491,4.6,867.0
2023-08-21,Costco Canada English,null,null,null,null,1218587,037000731122,4.7,1294.0
2023-08-21,Costco Canada English,null,null,null,null,840553,037000221449,3.1,8.0
2023-08-21,Costco Canada English,null,null,null,null,1273931,047400669819,4.4,647.0
2023-08-21,Costco Canada English,null,null,null,null,1662712,047400678453,4.6,1542.0
2023-08-21,Costco Canada English,null,null,null,null,4227777,037000949282,1.0,2.0
2023-08-21,Costco Canada English,null,null,null,null,407362,751774510300,3.3,7.0
2023-08-21,Costco Canada English,null,null,null,null,8827195,037000589211,4.6,481.0
2023-08-21,Costco Canada English,null,null,null,null,1713796,012044054710,4.7,60.0
2023-08-21,Costco Canada English,null,null,null,null,1467614,069055887974,4.0,54.0
2023-08-21,Costco Canada English,null,null,null,null,1683808,075609207693,4.6,1649.0
2023-08-21,Costco Canada English,null,null,null,null,1417309,037000455264,4.7,566.0
2023-08-21,Costco Canada English,null,null,null,null,1633623,030772058923,3.7,6.0
2023-08-21,Costco Canada English,null,null,null,null,1675229,030772028728,4.8,200.0
2023-08-21,Costco Canada English,null,null,null,null,1407261,056100082347,4.6,4504.0
2023-08-21,Costco Canada English,null,null,null,Shampoo,2312452,030772098714,4.8,715.0
2023-08-21,Costco Canada English,null,null,null,null,1488073,069055129814,4.4,86.0
2023-08-21,Costco Canada English,null,null,null,null,1466714,075609207556,2.5,6.0
2023-08-21,Costco Canada English,null,null,null,null,1466714,030772039601,2.5,6.0
2023-08-21,Costco Canada English,null,null,null,null,407365,051774510080,4.2,9.0
2023-08-21,Costco Canada English,null,null,null,null,225858,751774252590,3.0,2.0
2023-08-21,Costco Canada English,null,null,null,null,1675232,030772048863,3.9,114.0
2023-08-21,Costco Canada English,null,null,null,null,1723990,069055888414,3.7,156.0
2023-08-21,Costco Canada English,null,null,null,null,407365,751774510324,4.2,9.0
2023-08-21,Costco Canada English,null,null,null,null,1458554,037000640363,1.0,1.0
2023-08-21,Costco Canada English,null,null,null,null,934314,047400507579,4.1,81.0
2023-08-21,Costco Canada English,null,null,null,null,3161251,037000682943,4.7,446.0
2023-08-21,Costco Canada English,null,null,null,null,1480427,037000684190,4.6,145.0
2023-08-21,Costco Canada English,null,null,null,null,1652709,030772056172,2.0,3.0
2023-08-22,Costco Canada English,null,null,null,null,1218587,037000731122,4.7,1294.0
2023-08-22,Costco Canada English,null,null,null,null,362864,056100075974,4.2,109.0
2023-08-22,Costco Canada English,null,null,null,null,1652709,030772056172,2.0,3.0
2023-08-22,Costco Canada English,null,null,null,null,1417309,037000455264,4.7,566.0
2023-08-22,Costco Canada English,null,null,null,null,4227777,037000949282,1.0,2.0
2023-08-22,Costco Canada English,null,null,null,null,8827195,037000589211,4.6,481.0
2023-08-22,Costco Canada English,null,null,null,null,1638885,030772043929,4.6,372.0
2023-08-22,Costco Canada English,null,null,null,null,1675232,030772048863,3.9,114.0
2023-08-22,Costco Canada English,null,null,null,null,1226088,037000415596,3.0,6.0
2023-08-22,Costco Canada English,null,null,null,null,1645656,037000491491,4.6,867.0
2023-08-22,Costco Canada English,null,null,null,null,3161251,037000682943,4.7,446.0
2023-08-22,Costco Canada English,null,null,null,null,1675229,030772028728,4.9,201.0
2023-08-22,Costco Canada English,null,null,null,null,1480427,037000684190,4.6,145.0
2023-08-22,Costco Canada English,null,null,null,null,1458554,037000640363,1.0,1.0
2023-08-22,Costco Canada English,null,null,null,null,1707599,030772086841,1.3,8.0
2023-08-22,Costco Canada English,null,null,null,null,1633623,030772058923,3.7,6.0
2023-08-22,Costco Canada English,null,null,null,Shampoo,2312452,030772098714,4.8,715.0
2023-08-22,Costco Canada English,null,null,null,Shampoo,2312452,030772098714,4.8,715.0
2023-08-22,Costco Canada English,null,null,null,null,1683808,075609207693,4.6,1649.0
2023-08-22,Costco Canada English,null,null,null,null,1466714,075609207556,2.5,6.0
2023-08-22,Costco Canada English,null,null,null,null,1466714,030772039601,2.5,6.0
2023-08-22,Costco Canada English,null,null,null,null,1605309,056100057994,4.2,5.0
2023-08-22,Costco Canada English,null,null,null,null,840553,037000221449,2.9,9.0
